Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 01,Assignment 02,Assignment 03,Assignment 04,Assignment 05,Assignment 06,Assignment 07,Assignment 08,Assignment 09,Assignment 10,Assignment 11,Assignment 12,Assignment 13,Assignment 14
Synthetic Student 185,SYN-EXP-000185,SYN-SIS-000185,synthetic185,ejohnson27@schoolname.org,Section A,19.1,36.62,,,,,,,,,,,,
Synthetic Student 186,SYN-EXP-000186,SYN-SIS-000186,synthetic186,fkim27@schoolname.org,Section B,20.65,30.26,,,,,,,,,,,,
Synthetic Student 187,SYN-EXP-000187,SYN-SIS-000187,synthetic187,glewis26@schoolname.org,Section C,51.13,53.24,,,,,,,,,,,,
Synthetic Student 188,SYN-EXP-000188,SYN-SIS-000188,synthetic188,hmartinez28@schoolname.org,Section D,45.98,47.98,,,,,,,,,,,,
Synthetic Student 189,SYN-EXP-000189,SYN-SIS-000189,synthetic189,inelson28@schoolname.org,Section A,55.89,61.03,,,,,,,,,,,,
Synthetic Student 190,SYN-EXP-000190,SYN-SIS-000190,synthetic190,jortiz26@schoolname.org,Section B,56.45,65.33,,,,,,,,,,,,
Synthetic Student 191,SYN-EXP-000191,SYN-SIS-000191,synthetic191,kprice27@schoolname.org,Section C,86.76,79.35,,,,,,,,,,,,
Synthetic Student 192,SYN-EXP-000192,SYN-SIS-000192,synthetic192,lstone27@schoolname.org,Section D,62.58,65.64,,,,,,,,,,,,
Synthetic Student 193,SYN-EXP-000193,SYN-SIS-000193,synthetic193,mmiller29@schoolname.org,Section A,21.99,30.74,,,,,,,,,,,,
Synthetic Student 194,SYN-EXP-000194,SYN-SIS-000194,synthetic194,nrivera26@schoolname.org,Section B,34.7,45.37,,,,,,,,,,,,
Synthetic Student 195,SYN-EXP-000195,SYN-SIS-000195,synthetic195,pnguyen29@schoolname.org,Section C,49.29,53.17,,,,,,,,,,,,
Synthetic Student 196,SYN-EXP-000196,SYN-SIS-000196,synthetic196,qpatel29@schoolname.org,Section D,0,59.59,,,,,,,,,,,,
Synthetic Student 197,SYN-EXP-000197,SYN-SIS-000197,synthetic197,rbrooks28@schoolname.org,Section A,60.08,66.1,,,,,,,,,,,,
Synthetic Student 198,SYN-EXP-000198,SYN-SIS-000198,synthetic198,schen28@schoolname.org,Section B,55.66,58.31,,,,,,,,,,,,
Synthetic Student 199,SYN-EXP-000199,SYN-SIS-000199,synthetic199,tdavis26@schoolname.org,Section C,37.67,42.1,,,,,,,,,,,,
Synthetic Student 200,SYN-EXP-000200,SYN-SIS-000200,synthetic200,vevans29@schoolname.org,Section D,76.68,77.89,,,,,,,,,,,,
Synthetic Student 201,SYN-EXP-000201,SYN-SIS-000201,synthetic201,agarcia28@schoolname.org,Section A,14.15,33.91,,,,,,,,,,,,
Synthetic Student 202,SYN-EXP-000202,SYN-SIS-000202,synthetic202,bhayes28@schoolname.org,Section B,20.39,40.06,,,,,,,,,,,,
Synthetic Student 203,SYN-EXP-000203,SYN-SIS-000203,synthetic203,cibrahim27@schoolname.org,Section C,52.95,60.47,,,,,,,,,,,,
Synthetic Student 204,SYN-EXP-000204,SYN-SIS-000204,synthetic204,djohnson29@schoolname.org,Section D,27.88,34.02,,,,,,,,,,,,
Synthetic Student 205,SYN-EXP-000205,SYN-SIS-000205,synthetic205,ekim29@schoolname.org,Section A,33.26,39.27,,,,,,,,,,,,
Synthetic Student 206,SYN-EXP-000206,SYN-SIS-000206,synthetic206,flewis29@schoolname.org,Section B,70.85,72.42,,,,,,,,,,,,
Synthetic Student 207,SYN-EXP-000207,SYN-SIS-000207,synthetic207,gmartinez26@schoolname.org,Section C,23.75,41.93,,,,,,,,,,,,
Synthetic Student 208,SYN-EXP-000208,SYN-SIS-000208,synthetic208,hnelson29@schoolname.org,Section D,0,65.03,,,,,,,,,,,,
Synthetic Student 209,SYN-EXP-000209,SYN-SIS-000209,synthetic209,iortiz27@schoolname.org,Section A,39.11,43.22,,,,,,,,,,,,
Synthetic Student 210,SYN-EXP-000210,SYN-SIS-000210,synthetic210,jprice27@schoolname.org,Section B,43.85,53.12,,,,,,,,,,,,
Synthetic Student 211,SYN-EXP-000211,SYN-SIS-000211,synthetic211,kstone27@schoolname.org,Section C,49.4,46.94,,,,,,,,,,,,
Synthetic Student 212,SYN-EXP-000212,SYN-SIS-000212,synthetic212,lmiller28@schoolname.org,Section D,13.76,22.38,,,,,,,,,,,,
Synthetic Student 213,SYN-EXP-000213,SYN-SIS-000213,synthetic213,mrivera27@schoolname.org,Section A,43.29,44.06,,,,,,,,,,,,
Synthetic Student 214,SYN-EXP-000214,SYN-SIS-000214,synthetic214,nnguyen26@schoolname.org,Section B,67.03,64.37,,,,,,,,,,,,
Synthetic Student 215,SYN-EXP-000215,SYN-SIS-000215,synthetic215,ppatel29@schoolname.org,Section C,48,49.59,,,,,,,,,,,,
Synthetic Student 216,SYN-EXP-000216,SYN-SIS-000216,synthetic216,qbrooks29@schoolname.org,Section D,29.52,37.99,,,,,,,,,,,,
Synthetic Student 217,SYN-EXP-000217,SYN-SIS-000217,synthetic217,rchen26@schoolname.org,Section A,49.17,47.81,,,,,,,,,,,,
Synthetic Student 218,SYN-EXP-000218,SYN-SIS-000218,synthetic218,sdavis27@schoolname.org,Section B,42.58,49.47,,,,,,,,,,,,
Synthetic Student 219,SYN-EXP-000219,SYN-SIS-000219,synthetic219,tevans29@schoolname.org,Section C,88.88,0,,,,,,,,,,,,
Synthetic Student 220,SYN-EXP-000220,SYN-SIS-000220,synthetic220,vflores27@schoolname.org,Section D,63.33,65.39,,,,,,,,,,,,
Synthetic Student 221,SYN-EXP-000221,SYN-SIS-000221,synthetic221,ahayes29@schoolname.org,Section A,24.58,39.11,,,,,,,,,,,,
Synthetic Student 222,SYN-EXP-000222,SYN-SIS-000222,synthetic222,bibrahim29@schoolname.org,Section B,0,65.94,,,,,,,,,,,,
Synthetic Student 223,SYN-EXP-000223,SYN-SIS-000223,synthetic223,cjohnson27@schoolname.org,Section C,59.53,0,,,,,,,,,,,,
Synthetic Student 224,SYN-EXP-000224,SYN-SIS-000224,synthetic224,dkim26@schoolname.org,Section D,31.48,35.39,,,,,,,,,,,,
Synthetic Student 225,SYN-EXP-000225,SYN-SIS-000225,synthetic225,elewis29@schoolname.org,Section A,48.26,48.47,,,,,,,,,,,,
Synthetic Student 226,SYN-EXP-000226,SYN-SIS-000226,synthetic226,fmartinez27@schoolname.org,Section B,37.96,48.35,,,,,,,,,,,,
Synthetic Student 227,SYN-EXP-000227,SYN-SIS-000227,synthetic227,gnelson27@schoolname.org,Section C,58.46,63.52,,,,,,,,,,,,
Synthetic Student 228,SYN-EXP-000228,SYN-SIS-000228,synthetic228,hortiz27@schoolname.org,Section D,13.78,26.64,,,,,,,,,,,,
Synthetic Student 229,SYN-EXP-000229,SYN-SIS-000229,synthetic229,iprice27@schoolname.org,Section A,46.78,50.25,,,,,,,,,,,,
Synthetic Student 230,SYN-EXP-000230,SYN-SIS-000230,synthetic230,jstone28@schoolname.org,Section B,89.2,88,,,,,,,,,,,,
Synthetic Student 231,SYN-EXP-000231,SYN-SIS-000231,synthetic231,kmiller29@schoolname.org,Section C,26.66,39.47,,,,,,,,,,,,
Synthetic Student 232,SYN-EXP-000232,SYN-SIS-000232,synthetic232,lrivera26@schoolname.org,Section D,51.51,55.2,,,,,,,,,,,,
Synthetic Student 233,SYN-EXP-000233,SYN-SIS-000233,synthetic233,mnguyen26@schoolname.org,Section A,69.69,67.96,,,,,,,,,,,,
Synthetic Student 234,SYN-EXP-000234,SYN-SIS-000234,synthetic234,npatel28@schoolname.org,Section B,39.95,0,,,,,,,,,,,,
Synthetic Student 235,SYN-EXP-000235,SYN-SIS-000235,synthetic235,pbrooks28@schoolname.org,Section C,19.2,0,,,,,,,,,,,,
Synthetic Student 236,SYN-EXP-000236,SYN-SIS-000236,synthetic236,qchen29@schoolname.org,Section D,11.03,24.46,,,,,,,,,,,,
Synthetic Student 237,SYN-EXP-000237,SYN-SIS-000237,synthetic237,rdavis28@schoolname.org,Section A,91.23,89.13,,,,,,,,,,,,
Synthetic Student 238,SYN-EXP-000238,SYN-SIS-000238,synthetic238,sevans28@schoolname.org,Section B,84.19,81.58,,,,,,,,,,,,
Synthetic Student 239,SYN-EXP-000239,SYN-SIS-000239,synthetic239,tflores26@schoolname.org,Section C,44.74,53.83,,,,,,,,,,,,
Synthetic Student 240,SYN-EXP-000240,SYN-SIS-000240,synthetic240,vgarcia28@schoolname.org,Section D,92.45,90.12,,,,,,,,,,,,
Synthetic Student 241,SYN-EXP-000241,SYN-SIS-000241,synthetic241,aibrahim28@schoolname.org,Section A,74.44,78.07,,,,,,,,,,,,
Synthetic Student 242,SYN-EXP-000242,SYN-SIS-000242,synthetic242,bjohnson28@schoolname.org,Section B,33.04,47.88,,,,,,,,,,,,
Synthetic Student 243,SYN-EXP-000243,SYN-SIS-000243,synthetic243,ckim26@schoolname.org,Section C,83.4,83.37,,,,,,,,,,,,
Synthetic Student 244,SYN-EXP-000244,SYN-SIS-000244,synthetic244,dlewis28@schoolname.org,Section D,75.84,74.31,,,,,,,,,,,,
Synthetic Student 245,SYN-EXP-000245,SYN-SIS-000245,synthetic245,emartinez27@schoolname.org,Section A,40.8,46.97,,,,,,,,,,,,
Synthetic Student 246,SYN-EXP-000246,SYN-SIS-000246,synthetic246,fnelson29@schoolname.org,Section B,85.53,82.93,,,,,,,,,,,,
Synthetic Student 247,SYN-EXP-000247,SYN-SIS-000247,synthetic247,gortiz27@schoolname.org,Section C,62.06,65.36,,,,,,,,,,,,
Synthetic Student 248,SYN-EXP-000248,SYN-SIS-000248,synthetic248,hprice26@schoolname.org,Section D,27.44,37.47,,,,,,,,,,,,
Synthetic Student 249,SYN-EXP-000249,SYN-SIS-000249,synthetic249,istone28@schoolname.org,Section A,71.19,67.35,,,,,,,,,,,,
Synthetic Student 250,SYN-EXP-000250,SYN-SIS-000250,synthetic250,jmiller26@schoolname.org,Section B,95.45,95.18,,,,,,,,,,,,
Synthetic Student 251,SYN-EXP-000251,SYN-SIS-000251,synthetic251,krivera29@schoolname.org,Section C,68.61,71.91,,,,,,,,,,,,
Synthetic Student 252,SYN-EXP-000252,SYN-SIS-000252,synthetic252,lnguyen26@schoolname.org,Section D,67.94,69.43,,,,,,,,,,,,
Synthetic Student 253,SYN-EXP-000253,SYN-SIS-000253,synthetic253,mpatel28@schoolname.org,Section A,49.54,54.21,,,,,,,,,,,,
Synthetic Student 254,SYN-EXP-000254,SYN-SIS-000254,synthetic254,nbrooks28@schoolname.org,Section B,24.34,29.15,,,,,,,,,,,,
Synthetic Student 255,SYN-EXP-000255,SYN-SIS-000255,synthetic255,pchen27@schoolname.org,Section C,0,77.63,,,,,,,,,,,,
Synthetic Student 256,SYN-EXP-000256,SYN-SIS-000256,synthetic256,qdavis26@schoolname.org,Section D,98.96,0,,,,,,,,,,,,
Synthetic Student 257,SYN-EXP-000257,SYN-SIS-000257,synthetic257,revans28@schoolname.org,Section A,25.67,39.12,,,,,,,,,,,,
Synthetic Student 258,SYN-EXP-000258,SYN-SIS-000258,synthetic258,sflores28@schoolname.org,Section B,36.89,44.14,,,,,,,,,,,,
Synthetic Student 259,SYN-EXP-000259,SYN-SIS-000259,synthetic259,tgarcia28@schoolname.org,Section C,38.97,51.53,,,,,,,,,,,,
Synthetic Student 260,SYN-EXP-000260,SYN-SIS-000260,synthetic260,vhayes29@schoolname.org,Section D,27.39,38.9,,,,,,,,,,,,
Synthetic Student 261,SYN-EXP-000261,SYN-SIS-000261,synthetic261,ajohnson29@schoolname.org,Section A,78.01,0,,,,,,,,,,,,
Synthetic Student 262,SYN-EXP-000262,SYN-SIS-000262,synthetic262,bkim27@schoolname.org,Section B,77.87,73.87,,,,,,,,,,,,
Synthetic Student 263,SYN-EXP-000263,SYN-SIS-000263,synthetic263,clewis29@schoolname.org,Section C,48.3,48.9,,,,,,,,,,,,
Synthetic Student 264,SYN-EXP-000264,SYN-SIS-000264,synthetic264,dmartinez27@schoolname.org,Section D,31,45.92,,,,,,,,,,,,
Synthetic Student 265,SYN-EXP-000265,SYN-SIS-000265,synthetic265,enelson29@schoolname.org,Section A,36.27,48.07,,,,,,,,,,,,
Synthetic Student 266,SYN-EXP-000266,SYN-SIS-000266,synthetic266,fortiz28@schoolname.org,Section B,34.66,39.57,,,,,,,,,,,,
Synthetic Student 267,SYN-EXP-000267,SYN-SIS-000267,synthetic267,gprice28@schoolname.org,Section C,58.21,63.26,,,,,,,,,,,,
Synthetic Student 268,SYN-EXP-000268,SYN-SIS-000268,synthetic268,hstone29@schoolname.org,Section D,35.1,0,,,,,,,,,,,,
Synthetic Student 269,SYN-EXP-000269,SYN-SIS-000269,synthetic269,imiller26@schoolname.org,Section A,56.18,54.95,,,,,,,,,,,,
Synthetic Student 270,SYN-EXP-000270,SYN-SIS-000270,synthetic270,jrivera29@schoolname.org,Section B,7.28,25.15,,,,,,,,,,,,
Synthetic Student 271,SYN-EXP-000271,SYN-SIS-000271,synthetic271,knguyen29@schoolname.org,Section C,20.27,31.69,,,,,,,,,,,,
Synthetic Student 272,SYN-EXP-000272,SYN-SIS-000272,synthetic272,lpatel27@schoolname.org,Section D,43.59,51.95,,,,,,,,,,,,
Synthetic Student 273,SYN-EXP-000273,SYN-SIS-000273,synthetic273,mbrooks28@schoolname.org,Section A,15.35,0,,,,,,,,,,,,
Synthetic Student 274,SYN-EXP-000274,SYN-SIS-000274,synthetic274,nchen29@schoolname.org,Section B,36.15,45.66,,,,,,,,,,,,
Synthetic Student 275,SYN-EXP-000275,SYN-SIS-000275,synthetic275,pdavis27@schoolname.org,Section C,72.14,73.15,,,,,,,,,,,,
Synthetic Student 276,SYN-EXP-000276,SYN-SIS-000276,synthetic276,qevans27@schoolname.org,Section D,82.38,75.7,,,,,,,,,,,,
Synthetic Student 277,SYN-EXP-000277,SYN-SIS-000277,synthetic277,rflores26@schoolname.org,Section A,76.67,78.47,,,,,,,,,,,,
Synthetic Student 278,SYN-EXP-000278,SYN-SIS-000278,synthetic278,sgarcia28@schoolname.org,Section B,13.76,30.35,,,,,,,,,,,,
Synthetic Student 279,SYN-EXP-000279,SYN-SIS-000279,synthetic279,thayes29@schoolname.org,Section C,21.59,32.21,,,,,,,,,,,,
Synthetic Student 280,SYN-EXP-000280,SYN-SIS-000280,synthetic280,vibrahim29@schoolname.org,Section D,9.67,31.53,,,,,,,,,,,,
Synthetic Student 281,SYN-EXP-000281,SYN-SIS-000281,synthetic281,akim29@schoolname.org,Section A,0,41.99,,,,,,,,,,,,
Synthetic Student 282,SYN-EXP-000282,SYN-SIS-000282,synthetic282,blewis27@schoolname.org,Section B,77.82,78.79,,,,,,,,,,,,
Synthetic Student 283,SYN-EXP-000283,SYN-SIS-000283,synthetic283,cmartinez29@schoolname.org,Section C,38.95,38.91,,,,,,,,,,,,
Synthetic Student 284,SYN-EXP-000284,SYN-SIS-000284,synthetic284,dnelson26@schoolname.org,Section D,54.19,60.51,,,,,,,,,,,,
Synthetic Student 285,SYN-EXP-000285,SYN-SIS-000285,synthetic285,eortiz27@schoolname.org,Section A,0,64.9,,,,,,,,,,,,
Synthetic Student 286,SYN-EXP-000286,SYN-SIS-000286,synthetic286,fprice27@schoolname.org,Section B,35.87,45.22,,,,,,,,,,,,
Synthetic Student 287,SYN-EXP-000287,SYN-SIS-000287,synthetic287,gstone26@schoolname.org,Section C,81.87,73.46,,,,,,,,,,,,
